SYMBOL,COMPANY,NAME OF THE ACQUIRER/DISPOSER,CATEGORY OF PERSON,% SHAREHOLDING (PRIOR),NO. OF SECURITIES (ACQUIRED/DISPLOSED),VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TYPE OF SECURITY (POST),NO. OF SECURITY (POST),MODE OF ACQUISITION
INDUSINDBK,Indusind Bank Limited,ANIL MARCO RAO,Employees/Designated Employees,0.0,5000.0,7600000.0,Sell,Equity Shares,28000,Market Sale
INDUSINDBK,Indusind Bank Limited,ANIL MARCO RAO,Employees/Designated Employees,0.01,4000.0,6004000.0,Sell,Equity Shares,33000,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,2000.0,3050020.0,Sell,Equity Shares,5600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,10000.0,15210100.0,Sell,Equity Shares,7600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,2000.0,3050000.0,Sell,Equity Shares,17600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,2000.0,3052000.0,Sell,Equity Shares,19600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,2000.0,3055660.0,Sell,Equity Shares,21600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,3000.0,4575000.0,Sell,Equity Shares,23600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,2000.0,3060800.0,Sell,Equity Shares,26600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,3000.0,4590000.0,Sell,Equity Shares,28600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.0,2000.0,3052140.0,Sell,Equity Shares,31600,Market Sale
INDUSINDBK,Indusind Bank Limited,PARTHASARATHY S V,Employees/Designated Employees,0.01,5000.0,7621250.0,Sell,Equity Shares,30000,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,500.0,763000.0,Sell,Equity Shares,19000,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,500.0,750000.0,Sell,Equity Shares,19500,Market Sale
INDUSINDBK,Indusind Bank Limited,ASHOK KUMAR THAKUR,Employees/Designated Employees,0.0,1000.0,1527260.0,Sell,Equity Shares,8400,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.0,400.0,610000.0,Sell,Equity Shares,32100,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.0,300.0,450750.0,Sell,Equity Shares,32500,Market Sale
INDUSINDBK,Indusind Bank Limited,ANISH BEHL,Employees/Designated Employees,0.02,10000.0,15245900.0,Sell,Equity Shares,157400,Market Sale
INDUSINDBK,Indusind Bank Limited,B CHANDRA MOHAN,Employees/Designated Employees,0.0,1800.0,2740824.0,Sell,Equity Shares,32650,Market Sale
INDUSINDBK,Indusind Bank Limited,B CHANDRA MOHAN,Employees/Designated Employees,0.0,200.0,304536.0,Sell,Equity Shares,34450,Market Sale
INDUSINDBK,Indusind Bank Limited,Srinivas Peddada,-,0.0,1900.0,2832849.0,Sell,Equity Shares,100,Market Sale
INDUSINDBK,Indusind Bank Limited,PAUL ABRAHAM,Employees/Designated Employees,0.04,20000.0,29871800.0,Sell,Equity Shares,229000,Market Sale
INDUSINDBK,Indusind Bank Limited,ANITA VARGHESE,Employees/Designated Employees,0.0,2250.0,3422295.0,Sell,Equity Shares,2250,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,50.0,75000.0,Sell,Equity Shares,19500,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,50.0,75000.0,Sell,Equity Shares,19450,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,50.0,74850.0,Sell,Equity Shares,19400,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,200.0,305800.0,Sell,Equity Shares,19200,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1000.0,1450000.0,Sell,Equity Shares,20000,Market Sale
INDUSINDBK,Indusind Bank Limited,PRASHANT PRABHAKAR MALDIKAR,Employees/Designated Employees,0.0,500.0,750000.0,Sell,Equity Shares,6178,Market Sale
INDUSINDBK,Indusind Bank Limited,VISHAL JHA,Employees/Designated Employees,0.0,300.0,471102.0,Sell,Equity Shares,14000,Market Sale
INDUSINDBK,Indusind Bank Limited,VISHAL JHA,Employees/Designated Employees,0.0,50.0,68732.0,Sell,Equity Shares,14300,Market Sale
INDUSINDBK,Indusind Bank Limited,VISHAL JHA,Employees/Designated Employees,0.0,100.0,135200.0,Sell,Equity Shares,14350,Market Sale
INDUSINDBK,Indusind Bank Limited,VISHAL JHA,Employees/Designated Employees,0.0,200.0,254994.0,Sell,Equity Shares,14450,Market Sale
INDUSINDBK,Indusind Bank Limited,UMA CHANDRASEKHAR,Employees/Designated Employees,0.0,1650.0,880935.0,Buy,Equity Shares,30912,ESOP
INDUSINDBK,Indusind Bank Limited,UMA CHANDRASEKHAR,Employees/Designated Employees,0.0,400.0,181560.0,Buy,Equity Shares,29262,ESOP
INDUSINDBK,Indusind Bank Limited,SRIRAM A G,Employees/Designated Employees,0.0,1700.0,1614660.0,Buy,Equity Shares,2850,ESOP
INDUSINDBK,Indusind Bank Limited,SRIRAM A G,Employees/Designated Employees,0.0,1000.0,949800.0,Buy,Equity Shares,1150,ESOP
INDUSINDBK,Indusind Bank Limited,ABHISHEK DESHMUKH,Employees/Designated Employees,0.0,8250.0,7835850.0,Buy,Equity Shares,31907,ESOP
INDUSINDBK,Indusind Bank Limited,VINEET SHARMA,Employees/Designated Employees,0.0,1200.0,1139760.0,Buy,Equity Shares,1200,ESOP
INDUSINDBK,Indusind Bank Limited,SUMANT KATHPALIA,Employees/Designated Employees,0.08,10000.0,14983200.0,Sell,Equity Shares,548818,Market Sale
INDUSINDBK,Indusind Bank Limited,UMA CHANDRASEKHAR,Employees/Designated Employees,0.0,3350.0,1788733.0,Buy,Equity Shares,34262,ESOP
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.0,300.0,450750.0,Sell,Equity Shares,32800,Market Sale
INDUSINDBK,Indusind Bank Limited,PRASHANT PRABHAKAR MALDIKAR,Employees/Designated Employees,0.0,1800.0,2673000.0,Sell,Equity Shares,3678,Market Sale
INDUSINDBK,Indusind Bank Limited,PRASHANT PRABHAKAR MALDIKAR,Employees/Designated Employees,0.0,700.0,1051400.0,Sell,Equity Shares,5478,Market Sale
INDUSINDBK,Indusind Bank Limited,VISHAL JHA,Employees/Designated Employees,0.0,100.0,150415.0,Sell,Equity Shares,13900,Market Sale
INDUSINDBK,Indusind Bank Limited,PRASHANT PRABHAKAR MALDIKAR,Employees/Designated Employees,0.0,500.0,749000.0,Sell,Equity Shares,6678,Market Sale
INDUSINDBK,Indusind Bank Limited,ARUN KHURANA,Employees/Designated Employees,0.03,4000.0,6097000.0,Sell,Equity Shares,215000,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,200.0,311200.0,Sell,Equity Shares,19650,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,100.0,152700.0,Sell,Equity Shares,19850,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,50.0,76600.0,Sell,Equity Shares,19950,Market Sale
INDUSINDBK,Indusind Bank Limited,SUMANT KATHPALIA,Employees/Designated Employees,0.08,6000.0,8991000.0,Sell,Equity Shares,542818,Market Sale
INDUSINDBK,Indusind Bank Limited,VINEET SHARMA,Employees/Designated Employees,0.0,1000.0,1494500.0,Sell,Equity Shares,200,Market Sale
INDUSINDBK,Indusind Bank Limited,SANJAY SHARDA,Employees/Designated Employees,0.0,1000.0,1530000.0,Sell,Equity Shares,5130,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,50.0,78600.0,Sell,Equity Shares,19600,Market Sale
INDUSINDBK,Indusind Bank Limited,SUMANT KATHPALIA,Employees/Designated Employees,0.08,14000.0,21362880.0,Sell,Equity Shares,528818,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.0,500.0,780000.0,Sell,Equity Shares,33100,Market Sale
INDUSINDBK,Indusind Bank Limited,ROMESH SOBTI,Employees/Designated Employees,0.1,50000.0,74820000.0,Sell,Equity Shares,675000,Market Sale
INDUSINDBK,Indusind Bank Limited,SUHAIL CHANDER,Employees/Designated Employees,0.02,68000.0,36308600.0,Buy,Equity Shares,193000,ESOP
INDUSINDBK,Indusind Bank Limited,VEDANARAYANAN LAKSHMANAN,Employees/Designated Employees,0.0,2800.0,1495060.0,Buy,Equity Shares,2800,ESOP
INDUSINDBK,Indusind Bank Limited,SHYAMAL KARMAKAR,Employees/Designated Employees,0.0,2000.0,956900.0,Buy,Equity Shares,11000,ESOP
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,216.0,203971.0,Sell,Equity Shares,4242,Market Sale
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,198.0,221592.0,Sell,Equity Shares,4782,Market Sale
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,108.0,128574.0,Sell,Equity Shares,4674,Market Sale
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,54.0,61614.0,Sell,Equity Shares,4620,Market Sale
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,54.0,60056.0,Sell,Equity Shares,4566,Market Sale
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,1993.0,1290983.0,Sell,Equity Shares,2249,Market Sale
INDUSINDBK,Indusind Bank Limited,U L SRIKANTH,-,0.0,300.0,449010.0,Sell,Equity Shares,369,Market Sale
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,108.0,117055.0,Sell,Equity Shares,4458,Market Sale
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,3000.0,2411250.0,Pledge,Equity Shares,46600,Pledge Creation
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,2000.0,1607500.0,Pledge,Equity Shares,46600,Pledge Creation
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,2000.0,1208300.0,Pledge,Equity Shares,46600,Pledge Creation
INDUSINDBK,Indusind Bank Limited,VEDANARAYANAN LAKSHMANAN,Employees/Designated Employees,0.0,2000.0,1067900.0,Buy,Equity Shares,7000,ESOP
INDUSINDBK,Indusind Bank Limited,ANIL MARCO RAO,Employees/Designated Employees,0.01,62000.0,30107200.0,Sell,Equity Shares,Nil,Market Sale
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,10000.0,4438500.0,Pledge,Equity Shares,41440,Pledge Creation
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,5160.0,2532786.0,Pledge Invoke,Equity Shares,41440,Invocation of pledge
INDUSINDBK,Indusind Bank Limited,KALPATHI SRIDHAR,Employees/Designated Employees,0.07,25000.0,11008750.0,Pledge,Equity Shares,518065,Pledge Creation
INDUSINDBK,Indusind Bank Limited,KALPATHI SRIDHAR,Employees/Designated Employees,0.07,61000.0,26861350.0,Pledge,Equity Shares,518065,Pledge Creation
INDUSINDBK,Indusind Bank Limited,KALPATHI SRIDHAR,Employees/Designated Employees,0.07,170000.0,251736000.0,Pledge,Equity Shares,518065,Pledge Creation
INDUSINDBK,Indusind Bank Limited,KALPATHI SRIDHAR,Employees/Designated Employees,0.07,100000.0,31235000.0,Pledge,Equity Shares,518065,Pledge Creation
INDUSINDBK,Indusind Bank Limited,KALPATHI SRIDHAR,Employees/Designated Employees,0.07,100000.0,33645000.0,Pledge,Equity Shares,518065,Pledge Creation
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,3600.0,1124460.0,Pledge,Equity Shares,41440,Pledge Creation
INDUSINDBK,Indusind Bank Limited,INDUSIND LTD,Promoters,3.43,23800000.0,8360940000.0,Pledge,Equity Shares,23800000,Others
INDUSINDBK,Indusind Bank Limited,SOUMITRA SEN,Employees/Designated Employees,0.02,15000.0,12056250.0,Pledge,Equity Shares,136339,Pledge Creation
INDUSINDBK,Indusind Bank Limited,SOUMITRA SEN,Employees/Designated Employees,0.02,3000.0,3510750.0,Pledge,Equity Shares,136339,Pledge Creation
INDUSINDBK,Indusind Bank Limited,SOUMITRA SEN,Employees/Designated Employees,0.02,100000.0,33645000.0,Pledge,Equity Shares,136339,Pledge Creation
INDUSINDBK,Indusind Bank Limited,SOUMITRA SEN,Employees/Designated Employees,0.02,16500.0,8089950.0,Buy,Equity Shares,152839,ESOP
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,398295.0,Sell,Equity Shares,9200,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,615.0,627300.0,Sell,Equity Shares,9700,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,1600.0,1519680.0,Buy,Equity Shares,6600,ESOP
INDUSINDBK,Indusind Bank Limited,SHYAMAL KARMAKAR,Employees/Designated Employees,0.0,1400.0,669830.0,Buy,Equity Shares,9000,ESOP
INDUSINDBK,Indusind Bank Limited,SHYAMAL KARMAKAR,Employees/Designated Employees,0.0,5000.0,2392250.0,Buy,Equity Shares,5000,ESOP
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1355.0,1763709.0,Sell,Equity Shares,16500,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,145.0,184658.0,Sell,Equity Shares,17855,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1000.0,1252000.0,Sell,Equity Shares,18000,Market Sale
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,1100.0,1434400.0,Pledge,Equity Shares,1615,Pledge Creation
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,1100.0,1467675.0,Pledge Revoke,Equity Shares,1615,Revokation of Pledge
INDUSINDBK,Indusind Bank Limited,SHEBA CHAVALI,-,0.0,1000.0,1281139.0,Sell,Equity Shares,41,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,1000.0,1300000.0,Sell,Equity Shares,15500,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,2500.0,1334875.0,Buy,Equity Shares,5000,ESOP
INDUSINDBK,Indusind Bank Limited,RAJIV BAGGA,Employees/Designated Employees,0.0,1075.0,1021035.0,Buy,Equity Shares,11475,ESOP
INDUSINDBK,Indusind Bank Limited,PAUL ABRAHAM,Employees/Designated Employees,0.02,50000.0,61042500.0,Buy,Equity Shares,219000,ESOP
INDUSINDBK,Indusind Bank Limited,VEDANARAYANAN LAKSHMANAN,Employees/Designated Employees,0.0,1000.0,533950.0,Buy,Equity Shares,5000,ESOP
INDUSINDBK,Indusind Bank Limited,SAMEER GUPTA,Employees/Designated Employees,0.0,5000.0,1728000.0,Buy,Equity Shares,33250,ESOP
INDUSINDBK,Indusind Bank Limited,ROMESH SOBTI,Key Managerial Personnel,0.1,231000.0,69300000.0,Buy,Equity Shares,906000,ESOP
INDUSINDBK,Indusind Bank Limited,R KANNAN,Employees/Designated Employees,0.0,2000.0,2582000.0,Sell,Equity Shares,8900,Market Sale
INDUSINDBK,Indusind Bank Limited,SHYAMAL KARMAKAR,Employees/Designated Employees,0.0,1000.0,478450.0,Buy,Equity Shares,7600,ESOP
INDUSINDBK,Indusind Bank Limited,VEDANARAYANAN LAKSHMANAN,Employees/Designated Employees,0.0,1200.0,640740.0,Buy,Equity Shares,4000,ESOP
INDUSINDBK,Indusind Bank Limited,ANIL MARCO RAO,Employees/Designated Employees,0.0,34000.0,10337700.0,Buy,Equity Shares,62000,ESOP
INDUSINDBK,Indusind Bank Limited,S. V. ZAREGAONKAR,Employees/Designated Employees,0.0,24750.0,12134925.0,Buy,Equity Shares,37450,ESOP
INDUSINDBK,Indusind Bank Limited,S. V. ZAREGAONKAR,Employees/Designated Employees,0.01,13200.0,7048140.0,Buy,Equity Shares,50650,ESOP
INDUSINDBK,Indusind Bank Limited,R KANNAN,Employees/Designated Employees,0.0,1900.0,1804620.0,Buy,Equity Shares,10800,ESOP
INDUSINDBK,Indusind Bank Limited,INDUSIND LTD,Promoters,3.43,23800000.0,26276390000.0,Pledge Revoke,Equity Shares,23800000,Revokation of Pledge
INDUSINDBK,Indusind Bank Limited,INDUSIND LTD,Promoters,3.43,23800000.0,26276390000.0,Pledge,Equity Shares,23800000,Pledge Creation
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,750.0,812235.0,Sell,Equity Shares,865,Market Sale
INDUSINDBK,Indusind Bank Limited,GAURAV KAPUR,Employees/Designated Employees,0.0,750.0,812235.0,Pledge Revoke,Equity Shares,1615,Revokation of Pledge
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,2000.0,2028000.0,Pledge,Equity Shares,46600,Pledge Creation
INDUSINDBK,Indusind Bank Limited,S T GOPAL,Employees/Designated Employees,0.01,1500.0,1281000.0,Pledge,Equity Shares,46600,Pledge Creation
INDUSINDBK,Indusind Bank Limited,ALOK SINGH,Employees/Designated Employees,0.0,2000.0,2014000.0,Sell,Equity Shares,11550,Market Sale
INDUSINDBK,Indusind Bank Limited,SHYAMAL KARMAKAR,Employees/Designated Employees,0.0,1600.0,765520.0,Buy,Equity Shares,6600,ESOP
INDUSINDBK,Indusind Bank Limited,NATRAJ SUBRAMANYAN,Employees/Designated Employees,0.0,6600.0,9933132.0,Sell,Equity Shares,2860,Market Sale
INDUSINDBK,Indusind Bank Limited,Sanjay Rekapalli,-,0.0,108.0,131692.0,Sell,Equity Shares,4980,Market Sale
INDUSINDBK,Indusind Bank Limited,ARUN KHURANA,Employees/Designated Employees,0.03,2078.0,2952111.0,Sell,Equity Shares,221922,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.01,500.0,760000.0,Sell,Equity Shares,35600,Market Sale
INDUSINDBK,Indusind Bank Limited,SUMANT KATHPALIA,Employees/Designated Employees,0.09,25000.0,37733750.0,Sell,Equity Shares,608818,Market Sale
INDUSINDBK,Indusind Bank Limited,RAMASWAMY MEYYAPPAN,Employees/Designated Employees,0.0,500.0,725000.0,Sell,Equity Shares,25000,Market Sale
INDUSINDBK,Indusind Bank Limited,UMA CHANDRASEKHAR,Employees/Designated Employees,0.0,4000.0,6033000.0,Sell,Equity Shares,28862,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,1000.0,1549000.0,Sell,Equity Shares,2500,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,1000.0,1554000.0,Sell,Equity Shares,3500,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,1000.0,1559000.0,Sell,Equity Shares,4500,Market Sale
INDUSINDBK,Indusind Bank Limited,JITESH PURI,Employees/Designated Employees,0.0,8873.0,13398230.0,Sell,Equity Shares,14700,Market Sale
INDUSINDBK,Indusind Bank Limited,JITESH PURI,Employees/Designated Employees,0.0,887.0,1257766.0,Sell,Equity Shares,23573,Market Sale
INDUSINDBK,Indusind Bank Limited,ASHISH A MALAVIYA,Employees/Designated Employees,0.0,2041.0,3153345.0,Sell,Equity Shares,25000,Market Sale
INDUSINDBK,Indusind Bank Limited,ARUN KHURANA,Employees/Designated Employees,0.03,6000.0,9348000.0,Sell,Equity Shares,224000,Market Sale
INDUSINDBK,Indusind Bank Limited,SHIKHA KHURANA,Employees/Designated Employees,0.0,500.0,775000.0,Sell,Equity Shares,2000,Market Sale
INDUSINDBK,Indusind Bank Limited,SHIKHA KHURANA,Employees/Designated Employees,0.0,500.0,740000.0,Sell,Equity Shares,2500,Market Sale
INDUSINDBK,Indusind Bank Limited,SHIKHA KHURANA,Employees/Designated Employees,0.0,200.0,225340.0,Buy,Equity Shares,3300,ESOP
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.0,500.0,775000.0,Sell,Equity Shares,33600,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.0,500.0,770000.0,Sell,Equity Shares,34100,Market Sale
INDUSINDBK,Indusind Bank Limited,RAJAGOPALAN T A,Employees/Designated Employees,0.0,2700.0,4131000.0,Sell,Equity Shares,7250,Market Sale
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,100.0,153300.0,Sell,Equity Shares,14660,Market Sale
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,100.0,152100.0,Sell,Equity Shares,14760,Market Sale
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,150.0,223800.0,Sell,Equity Shares,15110,Market Sale
INDUSINDBK,Indusind Bank Limited,SANDHYA DHAWAN,Employees/Designated Employees,0.0,100.0,147000.0,Sell,Equity Shares,15260,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.01,500.0,767500.0,Sell,Equity Shares,34600,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.01,500.0,765000.0,Sell,Equity Shares,35100,Market Sale
INDUSINDBK,Indusind Bank Limited,VEDANARAYANAN LAKSHMANAN,Employees/Designated Employees,0.0,400.0,610956.0,Sell,Equity Shares,600,Market Sale
INDUSINDBK,Indusind Bank Limited,VEDANARAYANAN LAKSHMANAN,Employees/Designated Employees,0.0,500.0,753995.0,Sell,Equity Shares,1000,Market Sale
INDUSINDBK,Indusind Bank Limited,FARMAN SIDDIQUI,Employees/Designated Employees,0.0,1600.0,2448000.0,Sell,Equity Shares,8600,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,100.0,148300.0,Sell,Equity Shares,20200,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.01,300.0,453000.0,Sell,Equity Shares,36100,Market Sale
INDUSINDBK,Indusind Bank Limited,SUMANT KATHPALIA,Employees/Designated Employees,0.09,25000.0,38053250.0,Sell,Equity Shares,583818,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.01,2000.0,3039500.0,Sell,Equity Shares,34600,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.01,3000.0,4529250.0,Sell,Equity Shares,38600,Market Sale
INDUSINDBK,Indusind Bank Limited,ARUN KHURANA,Employees/Designated Employees,0.03,1000.0,1505000.0,Sell,Equity Shares,219000,Market Sale
INDUSINDBK,Indusind Bank Limited,U L SRIKANTH,-,0.0,200.0,286100.0,Sell,Equity Shares,969,Market Sale
INDUSINDBK,Indusind Bank Limited,VEDANARAYANAN LAKSHMANAN,Employees/Designated Employees,0.0,200.0,291998.0,Sell,Equity Shares,2000,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,3000.0,4422000.0,Sell,Equity Shares,5500,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,2000.0,2960000.0,Sell,Equity Shares,8500,Market Sale
INDUSINDBK,Indusind Bank Limited,PUNEET DEWAN,Employees/Designated Employees,0.0,500.0,720000.0,Sell,Equity Shares,10500,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,745000.0,Sell,Equity Shares,12225,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,737000.0,Sell,Equity Shares,12725,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,737000.0,Sell,Equity Shares,13225,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,742500.0,Sell,Equity Shares,13725,Market Sale
INDUSINDBK,Indusind Bank Limited,ARUN KHURANA,Employees/Designated Employees,0.03,22000.0,5102900.0,Buy,Equity Shares,230000,ESOP
INDUSINDBK,Indusind Bank Limited,ABHISHEK DESHMUKH,Employees/Designated Employees,0.0,4550.0,4321590.0,Buy,Equity Shares,23657,ESOP
INDUSINDBK,Indusind Bank Limited,ABHISHEK DESHMUKH,Employees/Designated Employees,0.0,500.0,711075.0,Sell,Equity Shares,19107,Market Sale
INDUSINDBK,Indusind Bank Limited,ZUBIN D MODY,Employees/Designated Employees,0.01,2000.0,2987820.0,Sell,Equity Shares,43600,Market Sale
INDUSINDBK,Indusind Bank Limited,PARTHASARATHY S V,Employees/Designated Employees,0.01,5000.0,7345350.0,Sell,Equity Shares,45000,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,751000.0,Sell,Equity Shares,11225,Market Sale
INDUSINDBK,Indusind Bank Limited,VISWANATHAN MADHAVAN,Employees/Designated Employees,0.0,500.0,755000.0,Sell,Equity Shares,11725,Market Sale
INDUSINDBK,Indusind Bank Limited,SRIRAM A G,Employees/Designated Employees,0.0,675.0,1019250.0,Sell,Equity Shares,150,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.01,200.0,302000.0,Sell,Equity Shares,36400,Market Sale
INDUSINDBK,Indusind Bank Limited,SHETAL MEHTA,Employees/Designated Employees,0.01,500.0,737500.0,Sell,Equity Shares,36600,Market Sale
INDUSINDBK,Indusind Bank Limited,RITESH SINGH,Employees/Designated Employees,0.0,300.0,445200.0,Sell,Equity Shares,3190,Market Sale
INDUSINDBK,Indusind Bank Limited,RITESH SINGH,Employees/Designated Employees,0.0,100.0,146000.0,Sell,Equity Shares,3490,Market Sale
INDUSINDBK,Indusind Bank Limited,RITESH SINGH,Employees/Designated Employees,0.0,400.0,576400.0,Sell,Equity Shares,3590,Market Sale
INDUSINDBK,Indusind Bank Limited,SAURABH BHATIANI,Employees/Designated Employees,0.0,100.0,145500.0,Sell,Equity Shares,20350,Market Sale
INDUSINDBK,Indusind Bank Limited,B CHANDRA MOHAN,Employees/Designated Employees,0.01,1500.0,2230500.0,Sell,Equity Shares,37650,Market Sale
